formula,reagent,detection,instrument,phase,environment,setting,biome,reference,doi,note
C9H6Cl2O10,I-,deprot,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 240 条 | 原文离子式: C9H5Cl2O10-，原文 m/z 342.927 Th（[M-H]-，算得 342.927，Δ 0.5 mDa） | DBE 6，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H12N2O5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 241 条 | 原文离子式: C8H12N2IO5-，原文 m/z 342.98 Th（[M+I]-，算得 342.980，Δ 0.4 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H16O5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 242 条 | 原文离子式: C10H16IO5-，原文 m/z 343.005 Th（[M+I]-，算得 343.005，Δ 0.2 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H11NO6,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 243 条 | 原文离子式: C8H11NIO6-，原文 m/z 343.964 Th（[M+I]-，算得 343.964，Δ 0.3 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C13H13O3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 244 条 | 原文离子式: C13H13IO3-，原文 m/z 343.991 Th（[M+I]-，算得 343.991，Δ 0.5 mDa） | DBE 7.5，半整数 ⇒ 开壳层自由基 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H19NO4,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 245 条 | 原文离子式: C10H19NIO4-，原文 m/z 344.036 Th（[M+I]-，算得 344.036，Δ 0.4 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H15ClO3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 246 条 | 原文离子式: C10H15ClIO3-，原文 m/z 344.976 Th（[M+I]-，算得 344.976，Δ 0.0 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H18O5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 247 条 | 原文离子式: C10H18IO5-，原文 m/z 345.02 Th（[M+I]-，算得 345.020，Δ 0.4 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C7H9NO7,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 248 条 | 原文离子式: C7H9NIO7-，原文 m/z 345.943 Th（[M+I]-，算得 345.943，Δ 0.1 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H13NO6,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 249 条 | 原文离子式: C8H13NIO6-，原文 m/z 345.979 Th（[M+I]-，算得 345.979，Δ 0.3 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H9ClO5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 250 条 | 原文离子式: C8H9ClIO5-，原文 m/z 346.919 Th（[M+I]-，算得 346.919，Δ 0.1 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H12O7,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 251 条 | 原文离子式: C8H12IO7-，原文 m/z 346.963 Th（[M+I]-，算得 346.963，Δ 0.3 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H10ClO5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 252 条 | 原文离子式: C8H10ClIO5-，原文 m/z 347.927 Th（[M+I]-，算得 347.927，Δ 0.3 mDa） | DBE 3.5，半整数 ⇒ 开壳层自由基 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C7H11NO7,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 253 条 | 原文离子式: C7H11NIO7-，原文 m/z 347.959 Th（[M+I]-，算得 347.959，Δ 0.4 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H15NO6,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 254 条 | 原文离子式: C8H15NIO6-，原文 m/z 347.995 Th（[M+I]-，算得 347.995，Δ 0.0 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H8Cl2O3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 256 条 | 原文离子式: C8H8Cl2IO3-，原文 m/z 348.89 Th（[M+I]-，算得 348.890，Δ 0.1 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C12H11ClO2,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 257 条 | 原文离子式: C12H11ClIO2-，原文 m/z 348.95 Th（[M+I]-，算得 348.950，Δ 0.2 mDa） | DBE 7，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H14O7,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 258 条 | 原文离子式: C8H14IO7-，原文 m/z 348.979 Th（[M+I]-，算得 348.979，Δ 0.0 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H9Cl2O3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 259 条 | 原文离子式: C8H9Cl2IO3-，原文 m/z 349.898 Th（[M+I]-，算得 349.898，Δ 0.1 mDa） | DBE 3.5，半整数 ⇒ 开壳层自由基 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C6H9NO8,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 260 条 | 原文离子式: C6H9NIO8-，原文 m/z 349.938 Th（[M+I]-，算得 349.938，Δ 0.2 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C7H13NO7,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 261 条 | 原文离子式: C7H13NIO7-，原文 m/z 349.974 Th（[M+I]-，算得 349.974，Δ 0.2 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H10Cl2O3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 262 条 | 原文离子式: C8H10Cl2IO3-，原文 m/z 350.906 Th（[M+I]-，算得 350.906，Δ 0.3 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H8O6,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 263 条 | 原文离子式: C10H8IO6-，原文 m/z 350.937 Th（[M+I]-，算得 350.937，Δ 0.1 mDa） | DBE 7，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H16O7,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 264 条 | 原文离子式: C8H16IO7-，原文 m/z 350.995 Th（[M+I]-，算得 350.995，Δ 0.4 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C9H16Cl2O2,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 266 条 | 原文离子式: C9H16Cl2IO2-，原文 m/z 352.958 Th（[M+I]-，算得 352.958，Δ 0.2 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H14N2O4,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 267 条 | 原文离子式: C10H14N2IO4-，原文 m/z 353.0 Th（[M+I]-，算得 353.000，Δ 0.4 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C13H19ClO9,I-,deprot,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 268 条 | 原文离子式: C13H18ClO9-，原文 m/z 353.064 Th（[M-H]-，算得 353.064，Δ 0.5 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H13NO5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 269 条 | 原文离子式: C10H13NIO5-，原文 m/z 353.984 Th（[M+I]-，算得 353.984，Δ 0.4 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C9H5ClO5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 270 条 | 原文离子式: C9H5ClIO5-，原文 m/z 354.888 Th（[M+I]-，算得 354.888，Δ 0.4 mDa） | DBE 7，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H12O6,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 271 条 | 原文离子式: C10H12IO6-，原文 m/z 354.968 Th（[M+I]-，算得 354.968，Δ 0.4 mDa） | DBE 5，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C12H17ClO2,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 272 条 | 原文离子式: C12H17ClIO2-，原文 m/z 354.997 Th（[M+I]-，算得 354.997，Δ 0.3 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C12H20O4,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 273 条 | 原文离子式: C12H20IO4-，原文 m/z 355.041 Th（[M+I]-，算得 355.041，Δ 0.2 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C13H24O3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 274 条 | 原文离子式: C13H24IO3-，原文 m/z 355.078 Th（[M+I]-，算得 355.078，Δ 0.4 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
